Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
Ti-6Al-4V,Additive Manufacturing,Selective Laser Melting (SLM),150,1000,,30,100,100,85,165,,0.52,,0.15,50,4430,526,6.7,1873,0.3,,,,,6.0,,,,88.0,4.0,,,,,,,,,,,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s10845-017-1333-9
Ti-6Al-4V,Additive Manufacturing,Selective Laser Melting (SLM),150,1200,,30,100,100,65,140,,0.46,,0.125,41,4430,526,6.7,1873,0.3,,,,,6.0,,,,88.0,4.0,,,,,,,,,,,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s10845-017-1333-9
Ti-6Al-4V,Additive Manufacturing,Selective Laser Melting (SLM),195,500,,30,100,100,175,265,,0.66,,0.39,130,4430,526,6.7,1873,0.3,,,,,6.0,,,,88.0,4.0,,,,,,,,,,,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s10845-017-1333-9
Ti-6Al-4V,Additive Manufacturing,Selective Laser Melting (SLM),195,750,,30,100,100,140,230,,0.61,,0.26,86,4430,526,6.7,1873,0.3,,,,,6.0,,,,88.0,4.0,,,,,,,,,,,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s10845-017-1333-9
Ti-6Al-4V,Additive Manufacturing,Selective Laser Melting (SLM),195,1000,,30,100,100,110,200,,0.55,,0.195,65,4430,526,6.7,1873,0.3,,,,,6.0,,,,88.0,4.0,,,,,,,,,,,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s10845-017-1333-9
Ti-6Al-4V,Additive Manufacturing,Selective Laser Melting (SLM),195,1200,,30,100,100,90,170,,0.53,,0.1625,54,4430,526,6.7,1873,0.3,,,,,6.0,,,,88.0,4.0,,,,,,,,,,,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",10.1007/s10845-017-1333-9
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,100,400,,30,37.5,105,129.28,119.71,,1.08,,0.25,79.37,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,200,400,,30,37.5,105,305.71,144.29,,2.12,,0.5,158.73,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,300,400,,30,37.5,105,571.14,170.86,,3.34,,0.75,238.1,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,400,400,,30,37.5,105,749.71,190.57,,3.93,,1.0,317.46,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,500,400,,30,37.5,105,911.43,188.0,,4.85,,1.25,396.83,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,600,400,,30,37.5,105,1135.74,200.86,,5.65,,1.5,476.19,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,100,500,,30,37.5,105,98.86,109.71,,0.9,,0.2,63.49,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,200,500,,30,37.5,105,287.71,157.71,,1.77,,0.4,126.98,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,300,500,,30,37.5,105,469.43,159.14,,2.95,,0.6,190.48,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,400,500,,30,37.5,105,623.71,200.57,,3.11,,0.8,253.97,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,500,500,,30,37.5,105,885.86,182.0,,4.87,,1.0,317.46,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,600,500,,30,37.5,105,1045.06,198.0,,5.28,,1.2,380.95,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,100,600,,30,37.5,105,75.14,100.29,,0.75,,0.167,52.91,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,200,600,,30,37.5,105,265.86,133.71,,1.99,,0.333,105.82,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,300,600,,30,37.5,105,445.14,141.71,,3.14,,0.5,158.73,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,400,600,,30,37.5,105,532.57,182.57,,2.92,,0.667,211.64,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,500,600,,30,37.5,105,799.29,163.71,,4.88,,0.833,264.55,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,600,600,,30,37.5,105,895.29,179.71,,4.98,,1.0,317.46,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,100,700,,30,37.5,105,49.14,79.0,,0.622,,0.143,45.35,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,200,700,,30,37.5,105,198.86,126.0,,1.58,,0.286,90.7,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,300,700,,30,37.5,105,360.86,145.14,,2.49,,0.429,136.05,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,400,700,,30,37.5,105,496.86,147.71,,3.36,,0.571,181.41,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,500,700,,30,37.5,105,721.57,152.57,,4.73,,0.714,226.76,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,600,700,,30,37.5,105,782.0,161.43,,4.84,,0.857,272.11,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,100,800,,30,37.5,105,45.57,80.14,,0.59,,0.125,39.68,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,200,800,,30,37.5,105,128.43,141.43,,0.91,,0.25,79.37,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,300,800,,30,37.5,105,350.43,138.0,,2.54,,0.375,119.05,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,400,800,,30,37.5,105,454.57,147.14,,3.09,,0.5,158.73,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,500,800,,30,37.5,105,648.0,141.43,,4.58,,0.625,198.41,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,600,800,,30,37.5,105,681.0,153.71,,4.43,,0.75,238.1,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,100,900,,30,37.5,105,46.0,75.71,,0.61,,0.111,35.27,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,200,900,,30,37.5,105,144.0,135.71,,1.06,,0.222,70.55,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,300,900,,30,37.5,105,305.0,124.29,,2.45,,0.333,105.82,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,400,900,,30,37.5,105,409.86,136.29,,3.01,,0.444,141.1,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,500,900,,30,37.5,105,555.57,125.43,,4.43,,0.556,176.37,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,600,900,,30,37.5,105,637.14,136.29,,4.68,,0.667,211.64,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,100,1000,,30,37.5,105,46.14,72.71,,0.63,,0.1,31.75,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,200,1000,,30,37.5,105,97.86,129.33,,0.76,,0.2,63.49,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,300,1000,,30,37.5,105,227.71,120.29,,1.9,,0.3,95.24,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,400,1000,,30,37.5,105,356.86,123.14,,2.9,,0.4,126.98,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,500,1000,,30,37.5,105,444.43,138.86,,3.2,,0.5,158.73,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,600,1000,,30,37.5,105,335.14,225.71,,1.48,,0.6,190.48,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,100,1100,,30,37.5,105,28.86,61.0,,0.47,,0.0909,28.86,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,200,1100,,30,37.5,105,84.14,120.86,,0.7,,0.1818,57.72,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,300,1100,,30,37.5,105,201.14,112.0,,1.8,,0.2727,86.58,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,400,1100,,30,37.5,105,313.57,114.29,,2.74,,0.3636,115.44,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,500,1100,,30,37.5,105,287.57,142.0,,2.03,,0.4545,144.3,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L Stainless Steel,L-PBF,Laser Powder Bed Fusion,600,1100,,30,37.5,105,274.57,198.86,,1.38,,0.5455,173.16,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,file20,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
IN625 (Nickel alloy 625),LPBF,single track scanning,50,500,,60,62,,40,120,,0.33,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,65,500,,60,62,,60,150,,0.4,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,80,500,,60,62,,80,180,,0.44,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,100,500,,60,62,,110,210,,0.52,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,120,500,,60,62,,150,240,,0.63,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,150,500,,60,62,,200,280,,0.71,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,200,500,,60,62,,280,320,,0.88,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,300,500,,60,62,,400,400,,1.0,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,50,500,,0,62,,30,100,,0.3,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,65,500,,0,62,,50,130,,0.38,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,80,500,,0,62,,70,160,,0.44,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,100,500,,0,62,,100,190,,0.53,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,120,500,,0,62,,140,230,,0.61,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,150,500,,0,62,,190,270,,0.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,200,500,,0,62,,270,310,,0.87,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
IN625 (Nickel alloy 625),LPBF,single track scanning,300,500,,0,62,,390,390,,1.0,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,file21,"Transient Laser Energy Absorption, Co-axial Melt Pool Monitoring, and Relationship to Melt Pool Morphology",10.1016/j.addma.2020.101504
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),150,969.1,,40,130,90,91,139,,0.65,,0.155,43,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),150,672.0,,40,130,90,128,193,,0.66,,0.223,62,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),150,527.6,,40,130,90,133,218,,0.61,,0.284,79,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),200,1292.0,,40,130,90,108,125,,0.87,,0.155,43,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),200,896.1,,40,130,90,150,170,,0.88,,0.223,62,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),200,703.2,,40,130,90,137,178,,0.77,,0.284,79,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),250,1615.0,,40,130,90,114,146,,0.78,,0.155,43,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),250,1120.1,,40,130,90,154,146,,1.05,,0.223,62,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),250,878.9,,40,130,90,200,237,,0.84,,0.284,79,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),300,1938.0,,40,130,90,136,173,,0.78,,0.155,43,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),300,1344.1,,40,130,90,180,146,,1.23,,0.223,62,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),300,1054.7,,40,130,90,231,164,,1.41,,0.284,79,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),350,2261.0,,40,130,90,149,164,,0.91,,0.155,43,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),350,1568.1,,40,130,90,233,156,,1.49,,0.223,62,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
SS316L,Laser Powder Bed Fusion (LPBF),Selective Laser Melting (SLM),350,1230.5,,40,130,90,262,167,,1.56,,0.284,79,,,,,,,,,,,,,,,,,,,,,,,,,22,Correlation of meltpool characteristics and residual stresses at high laser intensity for metal LPBF process,10.1080/2374068X.2018.1535643
