Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,Other ratios,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
IN718,LPBF,single track experiments,250,1100,,60,80,,100,,,,,melt_pool_depth_60um_powder_um=120; simulation_diff_no_powder=15%; simulation_diff_60um_powder=0%,0.23,,,,,liquidus_K=1608.15; solidus_K=1523.15; evaporation_K=2500.15; critical_K=7668.15,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,balance,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
IN718,LPBF,single track experiments,285,960,,,80,,126,,,,,melt_pool_depth_60um_powder_um=160; simulation_diff_no_powder=3%; simulation_diff_60um_powder=7.5%,0.3,,,,,liquidus_K=1608.15; solidus_K=1523.15; evaporation_K=2500.15; critical_K=7668.15,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,balance,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
IN718,LPBF,single track experiments,250,660,,,80,,145,,,,,simulation_diff_no_powder=3.4%,0.38,,,,,liquidus_K=1608.15; solidus_K=1523.15; evaporation_K=2500.15; critical_K=7668.15,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,balance,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
IN718,LPBF,single track experiments,285,600,,,80,,,,,,,melt_pool_depth_60um_powder_um=214; simulation_diff_60um_powder=18%,0.47,,,,,liquidus_K=1608.15; solidus_K=1523.15; evaporation_K=2500.15; critical_K=7668.15,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,balance,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
IN718,LPBF,single track experiments,,,,,,,120,,,,,,,,,,,liquidus_K=1608.15; solidus_K=1523.15; evaporation_K=2500.15; critical_K=7668.15,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,balance,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
IN718,LPBF,single track experiments,,,,,,,112,,,,,,,,,,,liquidus_K=1608.15; solidus_K=1523.15; evaporation_K=2500.15; critical_K=7668.15,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,balance,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
IN718,LPBF,single track experiments,,,,,,,125,,,,,,,,,,,liquidus_K=1608.15; solidus_K=1523.15; evaporation_K=2500.15; critical_K=7668.15,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,balance,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
IN718,LPBF,single track experiments,,,,,,,122,,,,,,,,,,,liquidus_K=1608.15; solidus_K=1523.15; evaporation_K=2500.15; critical_K=7668.15,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,balance,18.6,18.1,0.11,3.02,012011,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF processes,10.1088/1757-899X/861/1/012011
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,100,400,,50,80,,100,130,,0.77,,,0.25,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,100,600,,50,80,,40,100,,0.4,,,0.167,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,100,800,,50,80,,35,85,,0.41,,,0.125,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,150,600,,50,80,,100,140,,0.71,,,0.25,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,150,800,,50,80,,50,110,,0.45,,,0.188,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,200,600,,50,80,,105,130,,0.81,,,0.333,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,200,1000,,50,80,,65,100,,0.65,,,0.2,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,300,1200,,50,80,,90,110,550,0.82,5,,0.25,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,300,1400,,50,80,,85,100,,0.85,,,0.214,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,900,400,,50,240,,195,350,1200,0.56,3.43,,2.25,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,900,500,,50,240,,180,320,1180,0.56,3.69,,1.8,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,900,600,,50,240,,185,280,1150,0.66,4.11,,1.5,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,1350,600,,50,240,,240,350,1750,0.69,5,,2.25,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,1350,800,,50,240,,180,300,1700,0.6,5.67,,1.688,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,1800,800,,50,240,,200,360,2250,0.56,6.25,,2.25,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,1800,1200,,50,240,,140,320,2200,0.44,6.88,,1.5,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,2700,1200,,50,240,,255,440,2650,0.58,6.02,,2.25,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,2700,1800,,50,240,,195,410,2600,0.48,6.34,,1.5,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
17-4PH Stainless Steel,Laser-based Powder Bed Fusion (LPBF),Single track formation with varying laser power and spot size,2700,2400,,50,240,,100,320,,0.31,,,1.125,,"7906.957 - 0.4706124*T + 4.471352e-4*T^2 - 2.789323e-7*T^3 + 2.245476e-11*T^4 (temperature dependent, up to 1550 K)",0.963743*T - 14.57509 (273-954 K); 725 (954-996 K); 0.3961449*T + 153.2494 (996-1474 K),0.0162*T + 5.5817 (temperature dependent),,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,balance,0.046,,metals-2018-08-00475,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems—The Effect of Laser Power and Spot Size Upscaling,10.3390/met8070475
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,100,250,,150,400,,,,,,,cooling_rate_K_per_s=660000; temperature_gradient_K_per_m=8800000,0.4,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,150,250,,150,400,,,,,,,cooling_rate_K_per_s=550000; temperature_gradient_K_per_m=9500000,0.6,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,200,250,,150,400,,,,,,,cooling_rate_K_per_s=500000; temperature_gradient_K_per_m=10000000,0.8,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,250,250,,150,400,,,,,,,cooling_rate_K_per_s=450000; temperature_gradient_K_per_m=10700000,1,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,150,100,,150,400,,,,,,,cooling_rate_K_per_s=240000; temperature_gradient_K_per_m=10300000,1.5,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,150,200,,150,400,,,,,,,"cooling_rate_K_per_s=520000; temperature_gradient_K_per_m=9200000; pdas_range_um={'min': 0.165, 'max': 1.765}",0.75,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,150,300,,150,400,,,,,,,cooling_rate_K_per_s=750000; temperature_gradient_K_per_m=8700000,0.5,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,150,400,,150,400,,,,,,,cooling_rate_K_per_s=1130000; temperature_gradient_K_per_m=8100000,0.375,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,125,20,,150,400,,110,510,,0.216,,pdas_at_0um_15um_um=1.791,6.25,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,150,20,,150,400,,130,580,,0.224,,site=D (melt pool boundary); pdas_experimental_um=2.075; pdas_simulated_um=2.03; misorientation_angle_deg=6,7.5,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,150,20,,150,400,,130,580,,0.224,,site=E (melt pool boundary); pdas_experimental_um=1.775; pdas_simulated_um=1.6; misorientation_angle_deg=0,7.5,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,150,20,,150,400,,130,580,,0.224,,site=F (melt pool boundary); pdas_experimental_um=1.448; pdas_simulated_um=1.35; misorientation_angle_deg=12,7.5,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,150,20,,150,400,,130,580,,0.224,,site=J (melt pool center); pdas_experimental_um=0.91; pdas_simulated_um=0.81; misorientation_angle_deg=27,7.5,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,175,20,,150,400,,160,650,,0.246,,pdas_at_0um_15um_um=2.155,8.75,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
Ti-45Al,Laser Powder Bed Fusion,Single-track LPBF,200,20,,150,400,,210,750,,0.28,,pdas_at_0um_15um_um=2.382,10,,3720,,22,1858,0.24,,,,,45,,,,55,,,,,,,,,,,file26,Laser powder bed fusion of titanium aluminides: An investigation on site-specific microstructure evolution mechanism,
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,70,0.6,,25,45,100,34,,,,,,116.67,46.67,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,70,0.6,,25,45,100,29.5,,,,,,116.67,46.67,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,70,0.6,,25,45,100,27.8,,,,,,116.67,46.67,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,70,0.6,,25,45,100,25.8,,,,,,116.67,46.67,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,70,0.6,,25,45,100,31,,,,,,116.67,46.67,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,70,0.6,,25,45,100,29,,,,,,116.67,46.67,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,70,0.6,,25,45,100,27,,,,,,116.67,46.67,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,70,0.6,,25,45,100,25.8,,,,,,116.67,46.67,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,65,0.6,,25,45,100,30.5,,,,,,108.33,43.33,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,65,0.6,,25,45,100,28.8,,,,,,108.33,43.33,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,65,0.6,,25,45,100,26,,,,,,108.33,43.33,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,65,0.6,,25,45,100,24.5,,,,,,108.33,43.33,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,65,0.6,,25,45,100,29,,,,,,108.33,43.33,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
316L Stainless Steel,Laser Powder Bed Fusion (LPBF),Direct metal laser sintering with Mlab cusing (Concept Laser) system,65,0.6,,25,45,100,26,,,,,,108.33,43.33,7454,1911,27.78,1678,0.3,,,,1,,,,,,,,,,,12,17,,2,2.25,27,The effects of geometry and laser power on the porosity and melt pool formation in additively manufactured 316L stainless steel,10.1007/s00170-020-06128-2
