"Folder", "Composition (atomic)"                                                     , "Type of phases"                                             , "ρ (g/cm³)", "HV"    , "Type of tests", "σY (MPa)", "σmax (MPa)", "ε (%)", "E (GPa)"
"51"    , "AlCrNbTiV"                                                                , "BCC + C14 Laves"                                            , "5.82"     , ""      , "C"            , "65"      , "95"        , "50"   , ""
"51"    , "AlCr1.5NbTiV"                                                             , "BCC + C14 Laves"                                            , "5.9"      , ""      , "C"            , "75"      , "105"       , "50"   , ""
"52"    , "AlMo0.5NbTa0.5TiZr"                                                       , "2 BCC"                                                      , "7.4"      , "591"   , "C"            , "2000"    , "2368"      , "10"   , ""
"52"    , "AlMo0.5NbTa0.5TiZr"                                                       , "2 BCC"                                                      , "7.4"      , "591"   , "C"            , "1597"    , "1810"      , "11"   , ""
"52"    , "AlMo0.5NbTa0.5TiZr"                                                       , "2 BCC"                                                      , "7.4"      , "591"   , "C"            , "745"     , "772"       , "50"   , ""
"52"    , "AlNb1.5Ta0.5Ti1.5Zr0.5"                                                   , "BCC"                                                        , "6.88"     , "408"   , "C"            , "1280"    , "1367"      , "3.5"  , ""
"52"    , "AlNb1.5Ta0.5Ti1.5Zr0.5"                                                   , "BCC"                                                        , "6.88"     , "408"   , "C"            , "728"     , "1000"      , "50"   , ""
"52"    , "AlNb1.5Ta0.5Ti1.5Zr0.5"                                                   , "BCC"                                                        , "6.88"     , "408"   , "C"            , "403"     , "415"       , "50"   , ""
"52"    , "Al0.4Hf0.6NbTaTiZr"                                                       , "BCC"                                                        , "9.05"     , "500"   , "C"            , "1841"    , "2269"      , "10"   , ""
"52"    , "Al0.4Hf0.6NbTaTiZr"                                                       , "BCC"                                                        , "9.05"     , "500"   , "C"            , "796"     , "834"       , "50"   , ""
"52"    , "Al0.4Hf0.6NbTaTiZr"                                                       , "BCC"                                                        , "9.05"     , "500"   , "C"            , "298"     , "455"       , "50"   , ""
"52"    , "Al0.3NbTaTi1.4Zr1.3"                                                      , "2 BCC"                                                      , "8.18"     , "489"   , "C"            , "1965"    , "2054"      , "5.0"  , ""
"52"    , "Al0.3NbTaTi1.4Zr1.3"                                                      , "2 BCC"                                                      , "8.18"     , "489"   , "C"            , "362"     , "397"       , "50"   , ""
"52"    , "Al0.3NbTaTi1.4Zr1.3"                                                      , "2 BCC"                                                      , "8.18"     , "489"   , "C"            , "236"     , "247"       , "50"   , ""
"52"    , "Al0.3NbTa0.8Ti1.4V0.2Zr1.3"                                               , "BCC"                                                        , "7.78"     , "500"   , "C"            , "1965"    , "2061"      , "5.0"  , ""
"52"    , "Al0.3NbTa0.8Ti1.4V0.2Zr1.3"                                               , "BCC"                                                        , "7.78"     , "500"   , "C"            , "678"     , "693"       , "50"   , ""
"52"    , "Al0.3NbTa0.8Ti1.4V0.2Zr1.3"                                               , "BCC"                                                        , "7.78"     , "500"   , "C"            , "166"     , "189"       , "50"   , ""
"52"    , "Al0.5NbTa0.8Ti1.5V0.2Zr"                                                  , "2 BCC"                                                      , "7.42"     , "530"   , "C"            , "2035"    , "2105"      , "4.5"  , ""
"52"    , "Al0.5NbTa0.8Ti1.5V0.2Zr"                                                  , "2 BCC"                                                      , "7.42"     , "530"   , "C"            , "796"     , "851"       , "50"   , ""
"52"    , "Al0.5NbTa0.8Ti1.5V0.2Zr"                                                  , "2 BCC"                                                      , "7.42"     , "530"   , "C"            , "220"     , "225"       , "50"   , ""
"53"    , "HfNbTaTiZr"                                                               , "BCC"                                                        , "9.72"     , "295"   , "C"            , "1073"    , ""          , "50"   , "55"
"53"    , "Al0.3HfNbTaTiZr"                                                          , "BCC"                                                        , "9.53"     , "353"   , "C"            , "1188"    , ""          , "50"   , "63"
"53"    , "Al0.5HfNbTaTiZr"                                                          , "BCC"                                                        , "9.34"     , "396"   , "C"            , "1302"    , ""          , "46"   , "97"
"53"    , "Al0.75HfNbTaTiZr"                                                         , "BCC"                                                        , "9.27"     , "427"   , "C"            , "1415"    , ""          , "30"   , "102"
"53"    , "AlHfNbTaTiZr"                                                             , "BCC1 + BCC2"                                                , "8.91"     , "441"   , "C"            , "1489"    , ""          , "21"   , "103"
"54"    , "NbTiMoV"                                                                  , "BCC"                                                        , ""         , "440.7" , "C"            , "1200"    , ""          , "25.62", ""
"54"    , "Al0.25NbTiMoV"                                                            , "BCC"                                                        , ""         , "460.1" , "C"            , "1250"    , ""          , "12.91", ""
"54"    , "Al0.5NbTiMoV"                                                             , "BCC"                                                        , ""         , "486.5" , "C"            , "1625"    , ""          , "11.25", ""
"54"    , "Al0.75NbTiMoV"                                                            , "BCC"                                                        , ""         , "516.6" , "C"            , "1260"    , ""          , "7.5"  , ""
"54"    , "AlNbTiMoV"                                                                , "BCC"                                                        , ""         , "536.6" , "C"            , "1375"    , ""          , "2.5"  , ""
"54"    , "Al1.5NbTiMoV"                                                             , "BCC + ordered phase"                                        , ""         , "556.4" , "C"            , "500"     , ""          , "1.3"  , ""
"55"    , "NbTiVTa"                                                                  , "BCC"                                                        , ""         , ""      , "C"            , "1092"    , ""          , "50"   , ""
"55"    , "NbTiVTaAl0.25"                                                            , "BCC"                                                        , ""         , ""      , "C"            , "1330"    , ""          , "50"   , ""
"55"    , "NbTiVTaAl0.5"                                                             , "BCC"                                                        , ""         , ""      , "C"            , "1012"    , ""          , "50"   , ""
"55"    , "NbTiVTaAl1.0"                                                             , "BCC"                                                        , ""         , ""      , "C"            , "991"     , ""          , "50"   , ""
"56"    , "AlNbTiV"                                                                  , "BCC"                                                        , "5.59"     , "448"   , "C"            , "1020"    , "1318"      , "5"    , ""
"56"    , "AlNbTiV"                                                                  , "BCC"                                                        , "5.59"     , "448"   , "C"            , "810"     , "1050"      , "12"   , ""
"56"    , "AlNbTiV"                                                                  , "BCC"                                                        , "5.59"     , "448"   , "C"            , "685"     , ""          , ""     , ""
"56"    , "AlNbTiV"                                                                  , "BCC"                                                        , "5.59"     , "448"   , "C"            , "158"     , ""          , ""     , ""
"57"    , "Ti20Zr20Hf20Nb20V20"                                                      , "BCC + unknown intermetallic"                                , ""         , "388"   , "C"            , "1170"    , "1463"      , "29.6" , "128"
"57"    , "Ti20Zr20Hf20Nb20V20"                                                      , "BCC"                                                        , ""         , "393"   , "C"            , "1120"    , "1376"      , "30.0" , ""
"57"    , "Ti20Zr20Hf20Nb20V20"                                                      , "BCC"                                                        , ""         , "390"   , "C"            , "1253"    , "1393"      , "38.0" , ""
"57"    , "Ti20Zr20Hf20Nb20V20"                                                      , "BCC"                                                        , ""         , "394"   , "C"            , "1140"    , "1463"      , "29.7" , ""
"57"    , "Ti20Zr20Hf20Nb20V20"                                                      , "BCC + V2M Laves"                                            , ""         , "389"   , "C"            , "1157"    , "1468"      , "39.6" , ""
"57"    , "Ti20Zr20Hf20Nb20Cr20"                                                     , "BCC + Cr2Nb Laves + Cr2Hf Laves"                            , ""         , "464"   , "C"            , "1375"    , "2130"      , "2.8"  , "112"
"57"    , "Ti20Zr20Hf20Nb20Cr20"                                                     , "BCC + Cr2Nb Laves + Cr2Hf Laves"                            , ""         , "466"   , "C"            , "1420"    , "1885"      , "4.2"  , ""
"57"    , "Ti20Zr20Hf20Nb20Cr20"                                                     , "BCC + Cr2Nb Laves + Cr2Hf Laves"                            , ""         , "479"   , "C"            , "1457"    , "1908"      , "2.2"  , ""
"57"    , "Ti20Zr20Hf20Nb20Cr20"                                                     , "BCC + Cr2Nb Laves + Cr2Hf Laves"                            , ""         , "490"   , "C"            , "1322"    , "1726"      , "1.4"  , ""
"57"    , "Ti20Zr20Hf20Nb20Cr20"                                                     , "BCC + Cr2Nb Laves + Cr2Hf Laves"                            , ""         , "459"   , "C"            , "1328"    , "1884"      , "4.5"  , ""
"57"    , "Ti20Zr20Hf20Nb20Ta20"                                                     , "BCC"                                                        , ""         , "391"   , "C"            , "929"     , ""          , "50.0" , ""
"57"    , "W20Nb20Mo20Ta20"                                                          , "BCC"                                                        , ""         , "455"   , "C"            , "1058"    , "1211"      , "1.5"  , ""
"57"    , "W20Nb20Mo20Ta20V20"                                                       , "BCC"                                                        , ""         , "535"   , "C"            , "1246"    , "1270"      , "1.7"  , ""
"58"    , "NbCrMo0.5Ta0.5TiZr"                                                       , "BCC1 + BCC2 + FCC (Laves C15)"                              , "8.23"     , "539"   , "C"            , "1595"    , "2046"      , "5.0"  , ""
"58"    , "NbCrMo0.5Ta0.5TiZr"                                                       , "BCC1 + BCC2 + FCC (Laves C15)"                              , "8.23"     , "539"   , "C"            , "983"     , "1100"      , "5.5"  , ""
"58"    , "NbCrMo0.5Ta0.5TiZr"                                                       , "BCC1 + BCC2 + FCC (Laves C15)"                              , "8.23"     , "539"   , "C"            , "546"     , "630"       , ""     , ""
"58"    , "NbCrMo0.5Ta0.5TiZr"                                                       , "BCC1 + BCC2 + FCC (Laves C15)"                              , "8.23"     , "539"   , "C"            , "170"     , "190"       , ""     , ""
"59"    , "NbTiVZr"                                                                  , "BCC"                                                        , "6.52"     , "335"   , "C"            , "1105"    , ""          , "50"   , "80"
"59"    , "NbTiVZr"                                                                  , "BCC"                                                        , "6.52"     , "335"   , "C"            , "834"     , ""          , "50"   , ""
"59"    , "NbTiVZr"                                                                  , "BCC"                                                        , "6.52"     , "335"   , "C"            , "187"     , ""          , "50"   , ""
"59"    , "NbTiVZr"                                                                  , "BCC"                                                        , "6.52"     , "335"   , "C"            , "58"      , ""          , "50"   , ""
"59"    , "NbTiV2Zr"                                                                 , "BCC1 + BCC2 + BCC3"                                         , "6.34"     , "305"   , "C"            , "918"     , ""          , "50"   , "98"
"59"    , "NbTiV2Zr"                                                                 , "BCC1 + BCC2 + BCC3"                                         , "6.34"     , "305"   , "C"            , "571"     , ""          , "50"   , ""
"59"    , "NbTiV2Zr"                                                                 , "BCC1 + BCC2 + BCC3"                                         , "6.34"     , "305"   , "C"            , "240"     , ""          , "50"   , ""
"59"    , "NbTiV2Zr"                                                                 , "BCC1 + BCC2 + BCC3"                                         , "6.34"     , "305"   , "C"            , "72"      , ""          , "50"   , ""
"59"    , "CrNbTiZr"                                                                 , "BCC + Laves (FCC)"                                          , "6.67"     , "418"   , "C"            , "1260"    , "1575"      , "6"    , "120"
"59"    , "CrNbTiZr"                                                                 , "BCC + Laves (FCC)"                                          , "6.67"     , "418"   , "C"            , "1035"    , ""          , "50"   , ""
"59"    , "CrNbTiZr"                                                                 , "BCC + Laves (FCC)"                                          , "6.67"     , "418"   , "C"            , "300"     , ""          , "50"   , ""
"59"    , "CrNbTiZr"                                                                 , "BCC + Laves (FCC)"                                          , "6.67"     , "418"   , "C"            , "115"     , ""          , "50"   , ""
"59"    , "CrNbTiVZr"                                                                , "BCC + Laves (FCC)"                                          , "6.57"     , "481"   , "C"            , "1298"    , "1725"      , "3"    , "100"
"59"    , "CrNbTiVZr"                                                                , "BCC + Laves (FCC)"                                          , "6.57"     , "481"   , "C"            , "1230"    , ""          , "10"   , ""
"59"    , "CrNbTiVZr"                                                                , "BCC + Laves (FCC)"                                          , "6.57"     , "481"   , "C"            , "615"     , ""          , "50"   , ""
"59"    , "CrNbTiVZr"                                                                , "BCC + Laves (FCC)"                                          , "6.57"     , "481"   , "C"            , "259"     , ""          , "50"   , ""
"60"    , "Ti20Zr20Hf20Nb20V20"                                                      , "BCC + unknown compound"                                     , ""         , "3.8"   , "C"            , "1170"    , "1463"      , "29.6" , "128"
"60"    , "Ti20Zr20Hf20Nb20V20"                                                      , "BCC"                                                        , ""         , "3.85"  , "C"            , "1120"    , "1376"      , "30.0" , ""
"60"    , "Ti20Zr20Hf20Nb20V20"                                                      , "BCC"                                                        , ""         , "3.82"  , "C"            , "1253"    , "1393"      , "38.0" , ""
"60"    , "Ti20Zr20Hf20Nb20V20"                                                      , "BCC"                                                        , ""         , "3.86"  , "C"            , "1140"    , "1463"      , "29.7" , ""
"60"    , "Ti20Zr20Hf20Nb20V20"                                                      , "BCC + V2M Laves phase"                                      , ""         , "3.81"  , "C"            , "1157"    , "1468"      , "39.6" , ""
"60"    , "Ti20Zr20Hf20Nb20Cr20"                                                     , "BCC + Cr2Nb Laves + Cr2Hf Laves"                            , ""         , "4.55"  , "C"            , "1375"    , "2130"      , "2.8"  , "112"
"60"    , "Ti20Zr20Hf20Nb20Cr20"                                                     , "BCC + Cr2Nb Laves + Cr2Hf Laves"                            , ""         , "4.57"  , "C"            , "1420"    , "1885"      , "4.2"  , ""
"60"    , "Ti20Zr20Hf20Nb20Cr20"                                                     , "BCC + Cr2Nb Laves + Cr2Hf Laves"                            , ""         , "4.7"   , "C"            , "1457"    , "1908"      , "2.2"  , ""
"60"    , "Ti20Zr20Hf20Nb20Cr20"                                                     , "BCC + Cr2Nb Laves + Cr2Hf Laves"                            , ""         , "4.8"   , "C"            , "1322"    , "1726"      , "1.4"  , ""
"60"    , "Ti20Zr20Hf20Nb20Cr20"                                                     , "BCC + Cr2Nb Laves + Cr2Hf Laves"                            , ""         , "4.5"   , "C"            , "1328"    , "1884"      , "4.5"  , ""
"60"    , "Ti20Zr20Hf20Nb20Ta20"                                                     , "BCC"                                                        , ""         , "3.83"  , "C"            , "929"     , ""          , "50.0" , ""
"60"    , "W20Nb20Mo20Ta20"                                                          , "BCC"                                                        , ""         , "4.46"  , "C"            , "1058"    , "1211"      , "1.5"  , ""
"60"    , "W20Nb20Mo20Ta20V20"                                                       , "BCC"                                                        , ""         , "5.25"  , "C"            , "1246"    , "1270"      , "1.7"  , ""
"61"    , "Mo0.5NbHf0.5ZrTi"                                                         , "BCC"                                                        , ""         , ""      , "C"            , "1176"    , "1538"      , "24.61", ""
"61"    , "Mo0.5NbHf0.5ZrTiC0.1"                                                     , "BCC + FCC (MC carbide)"                                     , ""         , ""      , "C"            , "1183"    , "2139"      , "38.39", ""
"61"    , "Mo0.5NbHf0.5ZrTiC0.3"                                                     , "BCC + FCC (MC carbide)"                                     , ""         , ""      , "C"            , "1201"    , "1965"      , "32.62", ""
"62"    , "HfNbTaTiZr"                                                               , "BCC"                                                        , "9.91"     , "335"   , "C"            , "1015"    , ""          , "50"   , "85"
"62"    , "HfMo0.25NbTaTiZr"                                                         , "BCC"                                                        , "9.94"     , "395"   , "C"            , "1112"    , ""          , "50"   , "96"
"62"    , "HfMo0.5NbTaTiZr"                                                          , "BCC"                                                        , "9.96"     , "480"   , "C"            , "1317"    , ""          , "50"   , "102"
"62"    , "HfMo0.75NbTaTiZr"                                                         , "BCC"                                                        , "9.97"     , "492"   , "C"            , "1373"    , ""          , "50"   , "109"
"62"    , "HfMoNbTaTiZr"                                                             , "BCC"                                                        , "9.97"     , "505"   , "C"            , "1512"    , ""          , "12"   , "115"
"63"    , "HfMoTaTiZr"                                                               , "BCC"                                                        , "10.24"    , "542"   , "C"            , "1600"    , "1743"      , "4"    , ""
"63"    , "HfMoTaTiZr"                                                               , "BCC"                                                        , "10.24"    , "542"   , "C"            , "1045"    , "1446"      , "19"   , ""
"63"    , "HfMoTaTiZr"                                                               , "BCC"                                                        , "10.24"    , "542"   , "C"            , "855"     , ""          , ""     , ""
"63"    , "HfMoTaTiZr"                                                               , "BCC"                                                        , "10.24"    , "542"   , "C"            , "404"     , ""          , ""     , ""
"63"    , "HfMoNbTaTiZr"                                                             , "BCC"                                                        , "9.97"     , "505"   , "C"            , "1512"    , "1828"      , "12"   , ""
"63"    , "HfMoNbTaTiZr"                                                             , "BCC"                                                        , "9.97"     , "505"   , "C"            , "1007"    , "1489"      , "23"   , ""
"63"    , "HfMoNbTaTiZr"                                                             , "BCC"                                                        , "9.97"     , "505"   , "C"            , "814"     , ""          , ""     , ""
"63"    , "HfMoNbTaTiZr"                                                             , "BCC"                                                        , "9.97"     , "505"   , "C"            , "556"     , ""          , ""     , ""
"64"    , "MoNbHfZrTi"                                                               , "BCC"                                                        , ""         , ""      , "C"            , "1719"    , "1803"      , "10.12", ""
"64"    , "MoNbHfZrTi"                                                               , "BCC"                                                        , ""         , ""      , "C"            , "1575"    , "1640"      , "9.08" , ""
"64"    , "MoNbHfZrTi"                                                               , "BCC"                                                        , ""         , ""      , "C"            , "825"     , "1095"      , "60"   , ""
"64"    , "MoNbHfZrTi"                                                               , "BCC"                                                        , ""         , ""      , "C"            , "728"     , "938"       , "60"   , ""
"64"    , "MoNbHfZrTi"                                                               , "BCC"                                                        , ""         , ""      , "C"            , "635"     , "654"       , "60"   , ""
"64"    , "MoNbHfZrTi"                                                               , "BCC"                                                        , ""         , ""      , "C"            , "397"     , "399"       , "60"   , ""
"64"    , "MoNbHfZrTi"                                                               , "BCC"                                                        , ""         , ""      , "C"            , "187"     , "194"       , "60"   , ""
"65"    , "HfNbTiVSi0.5"                                                             , "BCC + silicide ((Hf;Nb;Ti)-Si)"                             , "8.6"      , "490"   , "C"            , "1399"    , "1608"      , "10.9" , ""
"65"    , "HfNbTiVSi0.5"                                                             , "BCC + silicide ((Hf;Nb;Ti)-Si)"                             , "8.6"      , "490"   , "C"            , "875"     , ""          , "50.0" , ""
"65"    , "HfNbTiVSi0.5"                                                             , "BCC + silicide ((Hf;Nb;Ti)-Si)"                             , "8.6"      , "490"   , "C"            , "240"     , ""          , "50.0" , ""
"66"    , "HfNbSi0.5TiVZr"                                                           , "BCC solid solution + silicide + V-rich phase"               , "7.75"     , "464"   , "C"            , "1540"    , "1643"      , "16.8" , ""
"66"    , "HfNbSi0.5TiVZr"                                                           , "BCC solid solution + silicide + V-rich phase"               , "7.75"     , "464"   , "C"            , "920"     , "1252"      , "50.0" , ""
"66"    , "HfNbSi0.5TiVZr"                                                           , "BCC solid solution + silicide + V-rich phase"               , "7.75"     , "464"   , "C"            , "371"     , "427"       , "50.0" , ""
"66"    , "HfNbSi0.5TiVZr"                                                           , "BCC solid solution + silicide"                              , "7.75"     , "496"   , "C"            , "1483"    , "1611"      , "9.5"  , ""
"66"    , "HfNbSi0.5TiVZr"                                                           , "BCC solid solution + silicide"                              , "7.75"     , "496"   , "C"            , "1273"    , "1335"      , "14.5" , ""
"66"    , "HfNbSi0.5TiVZr"                                                           , "BCC solid solution + silicide"                              , "7.75"     , "496"   , "C"            , "597"     , "651"       , "50.0" , ""
"66"    , "HfNbSi0.5TiVZr"                                                           , "BCC solid solution + silicide"                              , "7.75"     , "496"   , "C"            , "102"     , "107"       , "50.0" , ""
"66"    , "TaNbHfZrTi"                                                               , ""                                                           , "9.94"     , "390"   , "C"            , "929"     , ""          , "50.0" , ""
"66"    , "HfNbTiZr"                                                                 , ""                                                           , ""         , ""      , "C"            , "879"     , ""          , "16.5" , ""
"66"    , "NbTiVZr"                                                                  , ""                                                           , "6.52"     , "335"   , "C"            , "1105"    , ""          , "50.0" , ""
"66"    , "CrNbTiVZr"                                                                , ""                                                           , "6.57"     , "481"   , "C"            , "1298"    , ""          , "3.0"  , ""
"66"    , "HfNbTaTiZr"                                                               , ""                                                           , "9.72"     , "295"   , "C"            , "1073"    , ""          , "50.0" , ""
"66"    , "Al0.5HfNbTaTiZr"                                                          , ""                                                           , "9.34"     , "396"   , "C"            , "1302"    , ""          , "46.0" , ""
"66"    , "AlHfNbTaTiZr"                                                             , ""                                                           , "8.91"     , "441"   , "C"            , "1489"    , ""          , "21.0" , ""
"66"    , "AlNbTiV"                                                                  , ""                                                           , "5.59"     , "440"   , "C"            , "1020"    , ""          , "8.5"  , ""
"66"    , "NbMoTaW"                                                                  , ""                                                           , "13.75"    , "455"   , "C"            , "1058"    , ""          , "2.6"  , ""
"66"    , "VNbMoTaW"                                                                 , ""                                                           , "12.36"    , "553"   , "C"            , "1087"    , ""          , "2.4"  , ""
"67"    , "TaNbHfZr (as-cast; HEA-0D)"                                               , "BCC"                                                        , ""         , "365"   , "C"            , "1315"    , "1800"      , "21.6" , ""
"67"    , "TaNbHfZr (annealed 6h at 1800C; HEA-6H)"                                  , "BCC"                                                        , ""         , "520"   , "C"            , "1739"    , "2050"      , "2.25" , ""
"67"    , "TaNbHfZr (annealed 1 day at 1800C; HEA-1D)"                               , "BCC"                                                        , ""         , "571"   , "C"            , "2310"    , "2600"      , "0.35" , ""
"67"    , "TaNbHfZr (annealed 4 days at 1800C; HEA-4D)"                              , "BCC + minor HCP"                                            , ""         , "540"   , "C"            , "2000"    , "2100"      , "2.0"  , ""
"67"    , "TaNbHfZr (annealed 8 days at 1800C; HEA-8D)"                              , "BCC + HCP"                                                  , ""         , "537"   , "C"            , "2010"    , "2050"      , "3.5"  , ""
"68"    , "Hf0.5Nb0.5Ta0.5Ti1.5Zr"                                                   , "BCC"                                                        , "8.13"     , "301"   , "T"            , "903"     , "990"       , "18.8" , ""
"68"    , "HfNbTiZr"                                                                 , "BCC"                                                        , ""         , ""      , "T"            , "879"     , "969"       , "14.9" , ""
"68"    , "HfNbTaTiZr"                                                               , "BCC"                                                        , ""         , ""      , "T"            , "820"     , "870"       , "7.5"  , ""
"68"    , "MoNbTaVW"                                                                 , "BCC"                                                        , "12.36"    , ""      , ""             , ""        , ""          , ""     , ""
"68"    , "MoNbTaW"                                                                  , "BCC"                                                        , "13.75"    , ""      , ""             , ""        , ""          , ""     , ""
"68"    , "HfMoTaTiZr"                                                               , "BCC"                                                        , "9.94"     , ""      , ""             , ""        , ""          , ""     , ""
"68"    , "HfMoNbTiZr"                                                               , "BCC"                                                        , "10.24"    , ""      , ""             , ""        , ""          , ""     , ""
"68"    , "HfMoNbTaTiZr"                                                             , "BCC"                                                        , "9.97"     , ""      , ""             , ""        , ""          , ""     , ""
"68"    , "MoNbTaV"                                                                  , "BCC"                                                        , ""         , ""      , ""             , ""        , ""          , ""     , ""
"69"    , "Ta20Nb20Hf20Zr20Ti20"                                                     , "BCC"                                                        , "9.94"     , ""      , "C"            , "929"     , ""          , "50"   , ""
"69"    , "Ta20Nb20Hf20Zr20Ti20"                                                     , "BCC"                                                        , "9.94"     , ""      , "C"            , "790"     , ""          , "50"   , ""
"69"    , "Ta20Nb20Hf20Zr20Ti20"                                                     , "BCC"                                                        , "9.94"     , ""      , "C"            , "675"     , ""          , "50"   , ""
"69"    , "Ta20Nb20Hf20Zr20Ti20"                                                     , "BCC"                                                        , "9.94"     , ""      , "C"            , "535"     , ""          , "50"   , ""
"69"    , "Ta20Nb20Hf20Zr20Ti20"                                                     , "BCC"                                                        , "9.94"     , ""      , "C"            , "295"     , ""          , "50"   , ""
"69"    , "Ta20Nb20Hf20Zr20Ti20"                                                     , "BCC"                                                        , "9.94"     , ""      , "C"            , "92"      , ""          , "50"   , ""
"69"    , "Ta20Nb20Hf20Zr20Ti20"                                                     , "BCC"                                                        , "9.94"     , ""      , "C"            , "550"     , ""          , ""     , ""
"69"    , "Ta20Nb20Hf20Zr20Ti20"                                                     , "BCC"                                                        , "9.94"     , ""      , "C"            , "543"     , ""          , ""     , ""
"69"    , "Ta20Nb20Hf20Zr20Ti20"                                                     , "BCC"                                                        , "9.94"     , ""      , "C"            , "475"     , ""          , ""     , ""
"69"    , "Ta20Nb20Hf20Zr20Ti20"                                                     , "BCC"                                                        , "9.94"     , ""      , "C"            , "285"     , ""          , ""     , ""
"69"    , "Ta25Nb25Mo25W25"                                                          , "BCC"                                                        , "13.8"     , "459"   , "C"            , "1058"    , ""          , ""     , ""
"69"    , "Ta20Nb20V20Mo20W20"                                                       , "BCC"                                                        , "12.4"     , "540"   , "C"            , "1246"    , ""          , ""     , ""
"70"    , "Ta20Nb20Hf20Zr20Ti20"                                                     , "BCC"                                                        , "9.94"     , "3826"  , "C"            , "929"     , ""          , "50"   , ""
"70"    , "Ta20Nb20W20Mo20V20"                                                       , "BCC"                                                        , ""         , "5300"  , "C"            , "1246"    , ""          , ""     , ""
"70"    , "Ta25Nb25W25Mo25"                                                          , "BCC"                                                        , ""         , "4500"  , "C"            , "1058"    , ""          , ""     , ""
"72"    , "MoNbTaV"                                                                  , "BCC"                                                        , ""         , "504"   , "C"            , "1525"    , "2400"      , "21"   , ""
"73"    , "Nb25Mo25Ta25W25"                                                          , "BCC"                                                        , "13.75"    , "455"   , "C"            , "1058"    , "1211"      , "2.6"  , "220"
"73"    , "Nb25Mo25Ta25W25"                                                          , "BCC"                                                        , "13.75"    , "455"   , "C"            , "561"     , ""          , ""     , ""
"73"    , "Nb25Mo25Ta25W25"                                                          , "BCC"                                                        , "13.75"    , "455"   , "C"            , "552"     , ""          , ""     , ""
"73"    , "Nb25Mo25Ta25W25"                                                          , "BCC"                                                        , "13.75"    , "455"   , "C"            , "548"     , "1008"      , ""     , ""
"73"    , "Nb25Mo25Ta25W25"                                                          , "BCC"                                                        , "13.75"    , "455"   , "C"            , "506"     , "803"       , ""     , ""
"73"    , "Nb25Mo25Ta25W25"                                                          , "BCC"                                                        , "13.75"    , "455"   , "C"            , "421"     , "467"       , ""     , ""
"73"    , "Nb25Mo25Ta25W25"                                                          , "BCC"                                                        , "13.75"    , "455"   , "C"            , "405"     , "600"       , ""     , ""
"73"    , "V20Nb20Mo20Ta20W20"                                                       , "BCC"                                                        , "12.36"    , "553"   , "C"            , "1246"    , "1270"      , "1.7"  , "180"
"73"    , "V20Nb20Mo20Ta20W20"                                                       , "BCC"                                                        , "12.36"    , "553"   , "C"            , "862"     , "1597"      , "13.0" , ""
"73"    , "V20Nb20Mo20Ta20W20"                                                       , "BCC"                                                        , "12.36"    , "553"   , "C"            , "846"     , "1536"      , "17.0" , ""
"73"    , "V20Nb20Mo20Ta20W20"                                                       , "BCC"                                                        , "12.36"    , "553"   , "C"            , "842"     , "1454"      , "19.0" , ""
"73"    , "V20Nb20Mo20Ta20W20"                                                       , "BCC"                                                        , "12.36"    , "553"   , "C"            , "735"     , "943"       , "7.5"  , ""
"73"    , "V20Nb20Mo20Ta20W20"                                                       , "BCC"                                                        , "12.36"    , "553"   , "C"            , "656"     , "707"       , ""     , ""
"73"    , "V20Nb20Mo20Ta20W20"                                                       , "BCC"                                                        , "12.36"    , "553"   , "C"            , "477"     , "479"       , ""     , ""
"74"    , "TiZrNbV"                                                                  , "BCC"                                                        , "6.46"     , ""      , "C"            , "1104"    , ""          , "50"   , ""
"74"    , "TiZrNbVMo0.3"                                                             , "BCC"                                                        , "6.69"     , ""      , "C"            , "1289"    , ""          , "42"   , ""
"74"    , "TiZrNbVMo0.5"                                                             , "BCC"                                                        , "6.83"     , ""      , "C"            , "1473"    , ""          , "32"   , ""
"74"    , "TiZrNbVMo0.7"                                                             , "BCC"                                                        , "6.96"     , ""      , "C"            , "1706"    , ""          , "32"   , ""
"74"    , "TiZrNbVMo"                                                                , "BCC"                                                        , "7.13"     , ""      , "C"            , "1779"    , ""          , "32"   , ""
"74"    , "TiZrNbVMo1.3"                                                             , "BCC1 + BCC2"                                                , "7.29"     , ""      , "C"            , "1496"    , ""          , "30"   , ""
"74"    , "TiZrNbVMo1.5"                                                             , "BCC1 + BCC2"                                                , "7.38"     , ""      , "C"            , "1603"    , ""          , "20"   , ""
"74"    , "TiZrNbVMo1.7"                                                             , "BCC1 + BCC2"                                                , "7.48"     , ""      , "C"            , "1645"    , ""          , "15"   , ""
"74"    , "TiZrNbVMo2"                                                               , "BCC1 + BCC2"                                                , "7.6"      , ""      , "C"            , "1765"    , ""          , "12"   , ""
"74"    , "TiZrNbV0.3"                                                               , "BCC"                                                        , "6.51"     , ""      , "C"            , "866"     , ""          , "45"   , ""
"74"    , "TiZrNbV0.3Mo0.1"                                                          , "BCC"                                                        , "6.6"      , ""      , "C"            , "932"     , ""          , "45"   , ""
"74"    , "TiZrNbV0.3Mo0.3"                                                          , "BCC"                                                        , "6.77"     , ""      , "C"            , "1312"    , ""          , "50"   , ""
"74"    , "TiZrNbV0.3Mo0.5"                                                          , "BCC"                                                        , "6.93"     , ""      , "C"            , "1301"    , ""          , "43"   , ""
