Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,D_over_t,H_over_W,L_over_D,PDAS_um_experiment_near_0_15,PDAS_um_predicted,PDAS_um_prediction_near_0_15,PDAS_um_prediction_site_D,PDAS_um_prediction_site_E,PDAS_um_prediction_site_F,PDAS_um_prediction_site_J,PDAS_um_reference_experiment,PDAS_um_site_D,PDAS_um_site_E,PDAS_um_site_F,PDAS_um_site_J,PRF_kHz,P_over_sqrtV_W_per_sqrt_mm_per_s,Pv_minus_half_W_mm_minus_1_2_s_1_2,W_over_h,absorptivity,alloy,approx_from_plot,beam_profile,beam_radius_um_reported,build_layer_height_um,build_to_powder_ratio_percent,cavity_minus_meltpool_depth_um,coating_height_um,conduction_to_transition_AR_boundary,conduction_to_transition_recoil_force_mN_approx,constant_Ax_um2,constant_Ax_um2_curves,constant_l_over_d,constant_l_over_d_curves,cooling_rate_K_per_s,critical_depression_width_top_um_for_spot_size,critical_power_density_threshold_MW_per_cm2,crossflow_direction,crossflow_m_per_s,data_origin,depression_and_absorptivity_source,depression_zone_depth_um,depression_zone_width_to_depth,depression_zone_width_um,depth_decrease_slope_um_per_mm,depth_note,depth_vs_height_trend,design,diameter_um_series,dimensionless_enthalpy_H_star,experimental_remelting_depth_um,factor_levels,fixed_parameters,front_wall_tilt_deg,geometry,geometry_basis,ied_J_per_cm2,intercellular_Al_at_percent,keyhole_recoil_force_mN_approx,laser_mode,laser_wavelength_nm,length_definition,length_to_depth,machine,material,melting_mode,melting_regime,meltpool_dimensions_source,meltpool_geometry_source,normalized_enthalpy_DeltaH_over_hs,note,noted_model_offset_um,numerical_steady_state_width_um,oxygen_ppm,partition_coefficient_kLPBF,point_distance_um,porosity_percent,powder_condition,powder_to_no_powder_depth_ratio,powder_to_no_powder_width_ratio,power_series_W_approx_from_plot,preheat_temperature_C,pressure_Pa,pressure_condition,pressure_kPa,pulse_duration_us,rear_wall_feature,reported_areal_energy_density_J_per_mm2,reported_aspect_ratio_D_over_Lh,reported_aspect_ratio_width_to_depth,reported_cross_section_area_um2,reported_meltpool_aspect_ratio_transition_value,reported_meltpool_ranges_um,reported_stable_speed_window_m_per_s,ripple_angle_deg_experimental_range,rosenthal_model_depth_um,rubenchik_model_depth_um,scan_pattern,scan_strategy,scan_strategy_rotation_deg,secondary_depression_depth_um,secondary_depression_offset_from_primary_um,secondary_depression_present,site_xprime_um,site_zprime_um,source,source_figure,specific_energy_density_J_per_mm2,stability_cmp_over_lmp,stability_regime,substrate_condition,surface_condition,table_unit_label,temperature_gradient_K_per_m,thermal_gradient_K_per_mm,top_boundary,track_location,transition_region_recoil_force_mN_range,transition_to_keyhole_AR_boundary,tuning_fork_ids_used,two_depth_to_width,type_II_depth_std_dev_um,type_II_depth_um,type_II_width_std_dev_um,type_II_width_um,type_I_depth_std_dev_um,type_I_depth_um,type_I_width_std_dev_um,type_I_width_um,value_basis,vapor_cavity_depth_um,vaporized_to_molten_volume_ratio_eta,velocity_series_mm_per_s,width_difference_percent,width_to_depth,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,200,800,,,55,,200,,30,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,half_depth_length_Lh,,,,,,,,,,,,10,,,,,,,,,,ambient_Ar,97,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,200,800,,,55,,110,,85,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,half_depth_length_Lh,,,,,,,,,,,,,,,,,,,,,0.0013,vacuum,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,400,800,,,55,,340,,40,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,half_depth_length_Lh,,,,,,,,,,,,10,,,,,,,,,,ambient_Ar,97,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,400,800,,,55,,360,,55,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,half_depth_length_Lh,,,,,,,,,,,,,,,,,,,,,0.0013,vacuum,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,200,800,,,55,,160,,16,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,surface_length_L,,,,,,,,,,,,10,,,,,,,,,,ambient_Ar,97,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,200,800,,,55,,180,,24,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,surface_length_L,,,,,,,,,,,,,,,,,,,,,0.0013,vacuum,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,400,800,,,55,,380,,25,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,surface_length_L,,,,,,,,,,,,10,,,,,,,,,,ambient_Ar,97,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,400,800,,,55,,400,,32,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,surface_length_L,,,,,,,,,,,,,,,,,,,,,0.0013,vacuum,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,300,800,,,55,,390,,22,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,half_depth_length_Lh,,,,,,,,,,,,10,,,,,,,,,,ambient_Ar,97,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,300,800,,,55,,460,,20,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,half_depth_length_Lh,,,,,,,,,,,,,,,,,,,,,0.0013,vacuum,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,250,1200,,,45,,150,,80,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,half_depth_length_Lh,,,,,,,,,,,,10,,,,,,,,,,ambient_Ar,97,,kink_present,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2083,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,250,1200,,,45,,110,,140,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,half_depth_length_Lh,,,,,,,,,,,,,,,,,,,,,0.0013,vacuum,,,rear_surface_relatively_straight,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2083,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,200,1000,,,,,150,,42,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,half_depth_length_Lh,,,,,,,,,,,,4,,,,,,,,,,ambient_Ar,101,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,200,1000,,,,,160,,32,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,half_depth_length_Lh,,,,,,,,,,,,13000,,,,,,,,,,ambient_Ar_plus_O2,101,,,,5.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,300,1000,,,,,235,,60,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,half_depth_length_Lh,,,,,,,,,,,,4,,,,,,,,,,ambient_Ar,101,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
"Multi-material study: 316L stainless steel, Nickel 400, Al6061, Ti-64",Laser powder bed fusion (LPBF)-relevant laser melting,Single-track laser scan on plate samples with in situ X-ray imaging under varied pressure and oxygen partial pressure,300,1000,,,,,275,,48,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vapor_depression,,,,,,half_depth_length_Lh,,,,,,,,,,,,13000,,,,,,,,,,ambient_Ar_plus_O2,101,,,,6.0,,,,,,,,,,,,30,125,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,Additive Manufacturing 32 (2020) 101084,Pressure dependence of the laser-metal interaction under laser powder bed fusion conditions probed by in situ X-ray imaging,10.1016/j.addma.2020.101084
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,142,960,,0,80,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,142,960,,60,80,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,250,1100,,0,80,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,250,1100,,60,80,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,285,960,,0,80,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,285,960,,60,80,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,250,660,,0,80,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,250,660,,60,80,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,285,600,,0,80,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,285,600,,60,80,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,250,1100,,60,80,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,0.23,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,250,1100,,60,80,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,0.23,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,250,1100,,60,80,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,with_laser,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,0.23,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
IN718 (Inconel 718) powder on IN718 substrate,LPBF,Single-track laser powder bed fusion with three-phase simulation and experimental validation,250,1100,,60,80,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,against_laser,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,0.23,,,,,1608,0.3,,,,0.16,0.54,,,,1.01,,,,,5.2,,18.6,18.1,0.11,3.02,file24,Effect of evaporated gas flow on porosity and microstructure of IN718 parts produced by LPBF-processes,10.1088/1757-899X/861/1/012011
17-4PH stainless steel,laser powder bed fusion (LPBF),single-track formation on thin powder layer (~50 um) and on substrate without powder,100,600,,50,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,with_and_without_powder_profiles_reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stable_track,,,,,,,,,,,,,,,,,,,,,,,,,,0.1667,,7800.603,267.802,10.328,,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,,0.046,,file25,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,10.3390/met8060475
17-4PH stainless steel,laser powder bed fusion (LPBF),single-track formation on thin powder layer (~50 um) and on substrate without powder,300,1800,,50,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,expressed_humping_and_balling,,,,,,,,,,,,,,,,,,,,,,,,,,0.1667,,7800.603,267.802,10.328,,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,,0.046,,file25,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,10.3390/met8060475
17-4PH stainless steel,laser powder bed fusion (LPBF),single-track formation on thin powder layer (~50 um) and on substrate without powder,900,500,,50,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4-0.5,,,,,,,,,,,,,,,,continuous_stable_track,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,7800.603,267.802,10.328,,0.35,,,,0.029,,,,,,,,3.65,,0.32,4.1,15.79,,0.046,,file25,Characterization of 17-4PH Single Tracks Produced at Different Parametric Conditions towards Increased Productivity of LPBF Systems-The Effect of Laser Power and Spot Size Upscaling,10.3390/met8060475
